Entity_1	Entity_2	Predicted_class
exanthem	DNA	effect
exanthem	DNA	no_relation
exanthem	DNA	no_relation
exanthem	DNA	no_relation
cohort	syphilis	no_relation
DNA	syphilis	no_relation
DNA	syphilis	no_relation
DNA	syphilis	no_relation
DNA	syphilis	no_relation
DNA	syphilis	no_relation
DNA	syphilis	no_relation
cohort	syphilis	effect
DNA	syphilis	effect
DNA	syphilis	effect
DNA	syphilis	effect
DNA	syphilis	effect
DNA	syphilis	effect
DNA	syphilis	effect
cohort	disease	no_relation
DNA	disease	no_relation
DNA	disease	no_relation
DNA	disease	effect
DNA	disease	no_relation
DNA	disease	no_relation
DNA	disease	no_relation
Middle East Respiratory Syndrome	beta	effect
disease	light	no_relation
disease	role	no_relation
role	disease	no_relation
Cohort	disease	no_relation
Cohort	disease	no_relation
Cohort	disease	effect
disease	RNA	effect
disease	RNA	no_relation
disease	RNA	no_relation
gastroenteritis	protein	effect
gastroenteritis	antiviral	effect
gastroenteritis	protein	effect
gastroenteritis	antiviral	effect
Elements	Diarrhea	no_relation
diarrhea	elements	effect
diarrhea	elements	effect
diarrhea	nucleotide	effect
diarrhea	RNA	effect
diarrhea	elements	effect
diarrhea	elements	effect
elements	diarrhea	no_relation
diarrhea	elements	effect
diarrhea	nucleotide	no_relation
diarrhea	RNA	no_relation
diarrhea	elements	no_relation
diarrhea	elements	effect
RNA	SLs	effect
SLs	RNA	no_relation
SLs	RNA	no_relation
SLs	RNA	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
diarrhea	protein	no_relation
disease	protein	no_relation
disease	protein	no_relation
disease	protein	no_relation
p-Aminophenol	flu	effect
drugs	flu	effect
aminophenol	flu	no_relation
antiviral	flu	no_relation
flu	diphenylsulfone	no_relation
flu	dapsone	effect
flu	drug	no_relation
flu	dihydrofolic acid	no_relation
flu	para-aminobenzoic acid	no_relation
flu	sulfides	no_relation
flu	sulfoxides	no_relation
flu	peracids	no_relation
flu	hydrogen	no_relation
flu	alkenes	no_relation
flu	arenes	no_relation
p-Aminophenol	flu	effect
drugs	flu	effect
aminophenol	flu	no_relation
antiviral	flu	no_relation
flu	diphenylsulfone	no_relation
flu	dapsone	effect
p-Aminophenol	HIV infection	effect
drugs	HIV infection	effect
aminophenol	HIV infection	no_relation
antiviral	HIV infection	no_relation
HIV infection	diphenylsulfone	no_relation
HIV infection	dapsone	effect
HIV infection	drug	no_relation
HIV infection	dihydrofolic acid	no_relation
HIV infection	para-aminobenzoic acid	no_relation
HIV infection	sulfides	no_relation
HIV infection	sulfoxides	no_relation
HIV infection	peracids	no_relation
HIV infection	hydrogen	no_relation
HIV infection	alkenes	no_relation
HIV infection	arenes	no_relation
molecules	SARS	effect
peptides	SARS	effect
SARS	peptide	no_relation
SARS	ligand	no_relation
SARS	peptide	no_relation
SARS	peptide	effect
SARS	peptides	effect
SARS	Peptides	effect
molecules	SARS	no_relation
peptides	SARS	no_relation
molecules	SARS	no_relation
peptides	SARS	no_relation
drug	SARS	no_relation
cofactor	SARS	no_relation
role	SARS	no_relation
antibiotic	cold	no_relation
antibiotics	cold	effect
antibiotics	cold	no_relation
antibiotics	cold	no_relation
proteins	cold	no_relation
proteins	cold	no_relation
cold	protein	no_relation
proteins	cancer	no_relation
disease	role	no_relation
disease	role	no_relation
disease	role	effect
syndrome	role	no_relation
syndrome	role	no_relation
syndrome	role	no_relation
role	syndrome	effect
syndrome	role	no_relation
syndrome	role	effect
role	influenza	effect
influenza	role	effect
influenza	role	effect
role	disease	no_relation
role	disease	no_relation
disease	role	effect
role	disease	no_relation
role	disease	no_relation
role	disease	no_relation
peptides	infectious disease	no_relation
drug	infectious disease	no_relation
drugs	infectious disease	no_relation
infectious disease	drugs	effect
infectious disease	peptides	no_relation
infectious disease	peptide	no_relation
infectious disease	peptide	no_relation
infectious disease	peptidomimetic	no_relation
infectious disease	drug	no_relation
infectious disease	Molecules	no_relation
stomatitis	molecule	no_relation
bronchopneumonia	ribavirin	no_relation
bronchopneumonia	drug	no_relation
bronchopneumonia	antiviral drugs	no_relation
bronchopneumonia	inhibitors	effect
bronchopneumonia	antiviral	no_relation
bronchopneumonia	inhibitors	no_relation
bronchopneumonia	RNA	no_relation
bronchopneumonia	DNA	no_relation
Gastroenteritis	glycoprotein	effect
Gastroenteritis	protein	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
ban	CON	effect
antibiotic	CON	effect
polysaccharides	CON	effect
disease	antiviral	effect
disease	protein	no_relation
disease	protein	no_relation
disease	protein	no_relation
disease	protein	no_relation
influenza	cohort	effect
Influenza	cohort	no_relation
cohort	influenza	effect
cohort	pneumonia	effect
cohort	syndrome	effect
cohort	influenza	effect
tuberculosis	clusters	effect
clusters	infectious disease	no_relation
infectious disease	clusters	no_relation
AMP	cancer	no_relation
cancer	AMP	no_relation
cancer	pentapeptides	no_relation
cancer	AMP	no_relation
cancer	AMP	no_relation
cancer	AMP	no_relation
cancer	amastatin	no_relation
cancer	cofactor	no_relation
cancer	methyl group	no_relation
cancer	Molecules	no_relation
papilloma	DNA	no_relation
papilloma	antigen	no_relation
papilloma	carriers	no_relation
papilloma	antigen	effect
papilloma	protein	no_relation
papilloma	DNA	no_relation
papilloma	antigens	no_relation
papilloma	DNA	no_relation
protein	viral infection	effect
RNA	viral infection	effect
viral infection	molecule	effect
viral infection	molecules	no_relation
viral infection	RNA	effect
viral infection	RNA	no_relation
protein	viral infection	no_relation
RNA	viral infection	effect
molecule	viral infection	no_relation
molecules	viral infection	no_relation
viral infection	antiviral	no_relation
viral infection	RNA	no_relation
protein	disease	no_relation
RNA	disease	effect
molecule	disease	no_relation
molecules	disease	no_relation
disease	RNA	no_relation
disease	RNA	no_relation
protein	viral infection	no_relation
RNA	viral infection	effect
molecule	viral infection	no_relation
molecules	viral infection	no_relation
RNA	viral infection	no_relation
RNA	viral infection	effect
bronchitis	protein	no_relation
bronchitis	typhoid	no_relation
protein	bronchitis	no_relation
typhoid	bronchitis	no_relation
typhoid	disease	no_relation
disease	protein	effect
disease	nucleotide	effect
typhoid	bronchitis	no_relation
bronchitis	protein	effect
bronchitis	nucleotide	effect
leukemia	pathway	no_relation
antigens	leukemia	no_relation
pathway	leukemia	no_relation
leukemia	antigen	effect
leukemia	peptides	effect
leukemia	peptides	no_relation
leukemia	peptides	no_relation
cancer	Cisplatin	no_relation
cancer	copper	no_relation
Cisplatin	gastric cancer	effect
gastric cancer	copper	no_relation
Schiff base	gastric cancer	no_relation
Schiff base	cancer	no_relation
gastric cancer	ROS	no_relation
cancer	ROS	effect
ROS	cancer	effect
Duchenne muscular dystrophy	nucleic acids	effect
Duchenne muscular dystrophy	protein	effect
Duchenne muscular dystrophy	Food	no_relation
Duchenne muscular dystrophy	Drug	no_relation
Duchenne muscular dystrophy	oligonucleotides	no_relation
Duchenne muscular dystrophy	drug	no_relation
Duchenne muscular dystrophy	drug	no_relation
Duchenne muscular dystrophy	drug	effect
Duchenne muscular dystrophy	drug	effect
ORF	glucocorticoids	effect
ORF	glucocorticoids	effect
protein	ORF	effect
oligonucleotides	ORF	effect
ORF	Food	no_relation
ORF	Drug	no_relation
ORF	protein	effect
ORF	protein	no_relation
ORF	protein	no_relation
protein	muscular dystrophy	no_relation
protein	muscular dystrophy	no_relation
muscular dystrophy	protein	no_relation
Immunogen	Arthritis	effect
inhibitors	diphtheria	no_relation
immunogen	diphtheria	no_relation
diphtheria	DTT	no_relation
diphtheria	epitope	no_relation
diphtheria	DTT	no_relation
diphtheria	immunogen	no_relation
diphtheria	alum	no_relation
diphtheria	role	no_relation
diphtheria	DTT	no_relation
diphtheria	DTT	no_relation
diphtheria	epitope	no_relation
diphtheria	epitope	no_relation
diphtheria	ONE	no_relation
diphtheria	DTT	no_relation
diphtheria	proteins	no_relation
diphtheria	DTT	no_relation
diphtheria	proteins	no_relation
diphtheria	DTT	no_relation
inhibitors	diphtheria	no_relation
immunogen	diphtheria	no_relation
DTT	diphtheria	no_relation
epitope	diphtheria	no_relation
DTT	diphtheria	no_relation
immunogen	diphtheria	no_relation
alum	diphtheria	no_relation
role	diphtheria	no_relation
DTT	diphtheria	no_relation
DTT	diphtheria	effect
epitope	diphtheria	no_relation
diphtheria	epitope	no_relation
diphtheria	ONE	no_relation
diphtheria	DTT	no_relation
diphtheria	proteins	no_relation
diphtheria	DTT	no_relation
diphtheria	proteins	no_relation
diphtheria	DTT	no_relation
bronchitis	ammonium chloride	effect
bronchitis	lost	no_relation
bronchitis	ammonium chloride	effect
bronchitis	lost	no_relation
infectious disease	role	effect
disease	role	effect
role	disease	effect
disease	drug	effect
disease	drugs	effect
disease	steroids	no_relation
disease	face	no_relation
disease	pet	no_relation
diarrhea	drug	effect
diarrhea	drugs	effect
diarrhea	steroids	effect
diarrhea	face	effect
diarrhea	pet	effect
disease	drugs	effect
disease	steroids	effect
diarrhea	drug	effect
diarrhea	drugs	effect
diarrhea	steroids	effect
diarrhea	face	effect
diarrhea	pet	effect
disease	drug	no_relation
disease	drugs	no_relation
disease	steroids	no_relation
disease	face	no_relation
disease	pet	no_relation
drug	diarrhea	effect
drugs	diarrhea	effect
diarrhea	steroids	no_relation
diarrhea	face	no_relation
diarrhea	pet	effect
carriers	disease	no_relation
RNA	ORF	no_relation
RNA	ORF	no_relation
RNA	ORF	effect
proteins	ORF	no_relation
ORF	RNA	no_relation
ORF	RNA	no_relation
ORF	RNA	no_relation
ORF	RNA	no_relation
RNA	ORF	no_relation
RNA	ORF	no_relation
RNA	ORF	effect
proteins	ORF	no_relation
RNA	ORF	no_relation
RNA	ORF	no_relation
ORF	RNA	no_relation
RNA	ORF	effect
RNA	ORF	effect
RNA	ORF	effect
proteins	ORF	effect
RNA	ORF	effect
antiviral	melanoma	effect
protein	melanoma	effect
mRNA	melanoma	effect
mRNA	melanoma	effect
mRNA	melanoma	effect
mRNA	melanoma	effect
melanoma	protein	effect
melanoma	interferon	effect
melanoma	antiviral	effect
ligands	herpes simplex	effect
antigens	herpes simplex	effect
proteins	herpes simplex	effect
proteins	herpes simplex	effect
ligands	tuberculosis	effect
antigens	tuberculosis	effect
proteins	tuberculosis	effect
proteins	tuberculosis	effect
antigens	filariasis	effect
light	Middle East respiratory syndrome	no_relation
antigen	Middle East respiratory syndrome	effect
antigen	Middle East respiratory syndrome	no_relation
Middle East respiratory syndrome	antigen	effect
Middle East respiratory syndrome	proteins	effect
Middle East respiratory syndrome	proteins	no_relation
Middle East respiratory syndrome	proteins	no_relation
Middle East respiratory syndrome	antigens	no_relation
Middle East respiratory syndrome	antigen	no_relation
Severe acute respiratory syndrome	role	effect
Severe acute respiratory syndrome	interferon	effect
Severe acute respiratory syndrome	interferon	effect
Severe acute respiratory syndrome	interferon	effect
Severe acute respiratory syndrome	role	no_relation
Severe acute respiratory syndrome	role	effect
Severe acute respiratory syndrome	antagonist	effect
Severe acute respiratory syndrome	Interferon	effect
lung disease	role	effect
lung disease	interferon	no_relation
lung disease	interferon	effect
lung disease	interferon	effect
lung disease	role	no_relation
lung disease	role	effect
lung disease	antagonist	effect
lung disease	Interferon	effect
role	disease	no_relation
interferon	disease	no_relation
disease	interferon	no_relation
interferon	bronchiolitis	no_relation
role	SARS	effect
interferon	SARS	effect
interferon	SARS	effect
SARS	interferon	effect
SARS	role	no_relation
SARS	antagonist	no_relation
role	disease	effect
interferon	disease	no_relation
interferon	disease	no_relation
disease	interferon	effect
disease	role	no_relation
disease	role	no_relation
disease	antagonist	no_relation
disease	Interferon	effect
role	SARS-CoV infection	no_relation
interferon	SARS-CoV infection	no_relation
interferon	SARS-CoV infection	no_relation
SARS-CoV infection	interferon	effect
SARS-CoV infection	role	no_relation
SARS-CoV infection	role	no_relation
SARS-CoV infection	antagonist	no_relation
SARS-CoV infection	Interferon	effect
Disease	ACCESS	no_relation
Disease	Role	no_relation
Pulmonary edema	role	effect
Pulmonary edema	sodium	effect
Pulmonary edema	protein	effect
Pulmonary edema	glucocorticoid	effect
Pulmonary edema	oxygen	effect
Pulmonary edema	light	no_relation
hypersensitivity	role	no_relation
hypersensitivity	sodium	no_relation
hypersensitivity	protein	no_relation
hypersensitivity	glucocorticoid	no_relation
hypersensitivity	oxygen	no_relation
pulmonary edema	role	effect
pulmonary edema	sodium	no_relation
pulmonary edema	protein	no_relation
pulmonary edema	glucocorticoid	no_relation
pulmonary edema	oxygen	no_relation
pulmonary edema	light	no_relation
pulmonary edema	role	no_relation
pulmonary edema	sodium	no_relation
pulmonary edema	protein	no_relation
pulmonary edema	glucocorticoid	no_relation
pulmonary edema	oxygen	no_relation
pulmonary edema	light	no_relation
role	pulmonary edema	effect
pulmonary edema	sodium	effect
pulmonary edema	protein	effect
pulmonary edema	glucocorticoid	effect
pulmonary edema	oxygen	effect
pulmonary edema	light	effect
role	syndrome	effect
syndrome	sodium	effect
syndrome	protein	effect
syndrome	glucocorticoid	effect
syndrome	oxygen	effect
syndrome	light	effect
Pulmonary edema	water	effect
water	pulmonary edema	no_relation
influenza	role	effect
role	influenza	no_relation
role	influenza	no_relation
role	influenza	no_relation
role	influenza	no_relation
role	influenza	effect
role	influenza	no_relation
ARDS	oxygen	no_relation
ARDS	oxygen	effect
syndrome	RNA	effect
syndrome	RNA	effect
syndrome	RNA	effect
disease	Nucleic acid	no_relation
RNA	Influenza	effect
RNA	Influenza	effect
RNA	Influenza	effect
Influenza	RNA	no_relation
Influenza	RNA	no_relation
Influenza	RNA	effect
disease	probe	no_relation
disease	nucleic acids	no_relation
Colorectal Cancer	Protein	no_relation
Colorectal cancer	protein	no_relation
Colorectal cancer	protein	no_relation
Colorectal cancer	proteins	no_relation
Colorectal cancer	apolipoprotein	no_relation
Colorectal cancer	Apolipoprotein	no_relation
Colorectal cancer	proteins	no_relation
Colorectal cancer	apolipoprotein	no_relation
Colorectal cancer	apolipoprotein	no_relation
Colorectal cancer	protein	no_relation
Colorectal cancer	cation	no_relation
protein	CON	no_relation
protein	CON	no_relation
CON	proteins	no_relation
CON	apolipoprotein	no_relation
CON	Apolipoprotein	no_relation
CON	proteins	no_relation
CON	apolipoprotein	no_relation
CON	apolipoprotein	no_relation
CON	protein	no_relation
CON	cation	no_relation
protein	rmed	no_relation
protein	rmed	no_relation
proteins	rmed	no_relation
rmed	apolipoprotein	no_relation
rmed	Apolipoprotein	no_relation
rmed	proteins	no_relation
rmed	apolipoprotein	no_relation
rmed	apolipoprotein	no_relation
rmed	protein	no_relation
rmed	cation	no_relation
protein	CON	no_relation
protein	CON	no_relation
proteins	CON	no_relation
apolipoprotein	CON	no_relation
CON	Apolipoprotein	no_relation
CON	proteins	no_relation
CON	apolipoprotein	no_relation
CON	apolipoprotein	no_relation
CON	protein	no_relation
CON	cation	no_relation
protein	ers	no_relation
protein	ers	no_relation
proteins	ers	no_relation
apolipoprotein	ers	no_relation
Apolipoprotein	ers	no_relation
proteins	ers	no_relation
apolipoprotein	ers	no_relation
apolipoprotein	ers	no_relation
protein	ers	no_relation
ers	cation	no_relation
role	breast cancer	no_relation
breast cancer	thyroid	effect
breast cancer	role	no_relation
role	carcinoma	effect
thyroid	carcinoma	effect
carcinoma	role	no_relation
role	colorectal carcinoma	no_relation
thyroid	colorectal carcinoma	no_relation
role	colorectal carcinoma	no_relation
colorectal carcinoma	MTT	no_relation
colorectal carcinoma	BrdU	no_relation
colorectal carcinoma	MTT	no_relation
colorectal carcinoma	BrdU	no_relation
MTT	colorectal carcinoma	no_relation
BrdU	colorectal carcinoma	no_relation
disease	adjuvant	no_relation
syndrome	cohort	no_relation
ARDS	cohort	no_relation
ARDS	light	effect
ARDS	Age	effect
light	ARDS	effect
ARDS	Age	no_relation
light	ARDS	no_relation
Age	ARDS	no_relation
light	ARDS	no_relation
Age	ARDS	effect
light	ARDS	no_relation
Age	ARDS	no_relation
light	ARDS	no_relation
Age	ARDS	no_relation
rabies	antigen	no_relation
rabies	Glycoprotein	effect
rabies	protein	no_relation
rabies	des	no_relation
antigen	leukemia	effect
Glycoprotein	leukemia	effect
leukemia	protein	no_relation
leukemia	des	no_relation
antigen	rabies	no_relation
Glycoprotein	rabies	no_relation
protein	rabies	no_relation
antigen	rabies	no_relation
Glycoprotein	rabies	no_relation
infectious disease	molecule	effect
infectious disease	drug	effect
infectious disease	drugs	effect
infectious disease	molecules	effect
infectious disease	pyrrolidinone	effect
infectious disease	protein	effect
infectious disease	molecules	effect
infectious disease	protein	effect
infectious disease	drugs	effect
infectious disease	drugs	effect
infectious disease	protein	effect
infectious disease	antimalarials	effect
infectious disease	amodiaquine	effect
infectious disease	drugs	effect
infectious disease	inhibitors	effect
cluster	syndrome	effect
syndrome	man	effect
syndrome	indocyanine green	no_relation
syndrome	retinal	effect
syndrome	cluster	effect
proteins	hepatitis	no_relation
proteins	hepatitis	no_relation
hepatitis	peptide	no_relation
hepatitis	protein	no_relation
hepatitis	peptide	no_relation
hepatitis	Pathway	no_relation
proteins	stomatitis	no_relation
stomatitis	protein	no_relation
stomatitis	peptide	no_relation
stomatitis	Pathway	no_relation
proteins	influenza	no_relation
influenza	peptide	effect
disease	toxin	effect
disease	toxin	effect
disease	toxin	effect
disease	role	effect
disease	antimicrobials	effect
disease	antibiotics	effect
disease	virulence factors	effect
disease	antimicrobial	effect
disease	antimicrobial	effect
disease	antimicrobial	effect
disease	antibiotics	effect
disease	antibiotic	effect
disease	antibiotics	effect
disease	toxin	no_relation
disease	toxin	no_relation
disease	toxin	no_relation
disease	role	no_relation
disease	antimicrobials	effect
disease	antibiotics	effect
disease	virulence factors	no_relation
disease	antimicrobial	no_relation
disease	antimicrobial	no_relation
disease	antimicrobial	no_relation
disease	antibiotics	no_relation
disease	antibiotic	effect
diarrhoea	toxin	no_relation
diarrhoea	toxin	no_relation
diarrhoea	toxin	no_relation
diarrhoea	role	no_relation
diarrhoea	antimicrobials	effect
diarrhoea	antibiotics	effect
diarrhoea	virulence factors	no_relation
diarrhoea	antimicrobial	no_relation
diarrhoea	antimicrobial	no_relation
diarrhoea	antimicrobial	no_relation
diarrhoea	antibiotics	no_relation
diarrhoea	antibiotic	effect
diarrhoea	antibiotics	effect
diarrhoea	toxin	no_relation
diarrhoea	toxin	no_relation
diarrhoea	toxin	no_relation
diarrhoea	role	no_relation
diarrhoea	antimicrobials	no_relation
diarrhoea	antibiotics	effect
diarrhoea	virulence factors	no_relation
diarrhoea	antimicrobial	no_relation
diarrhoea	antimicrobial	no_relation
diarrhoea	antimicrobial	no_relation
diarrhoea	antibiotics	no_relation
diarrhoea	antibiotic	effect
diarrhoea	antibiotics	effect
toxin	disease	no_relation
toxin	disease	no_relation
toxin	disease	no_relation
role	disease	no_relation
disease	antimicrobials	effect
disease	antibiotics	effect
disease	virulence factors	no_relation
disease	antimicrobial	no_relation
disease	antimicrobial	no_relation
disease	antimicrobial	no_relation
disease	antibiotics	no_relation
disease	antibiotic	effect
toxin	disease	no_relation
toxin	disease	no_relation
role	disease	effect
antimicrobials	disease	effect
antibiotics	disease	effect
disease	antimicrobial	effect
disease	antimicrobial	effect
disease	antimicrobial	effect
disease	antibiotics	effect
Decitabine	acute myeloid leukemia	no_relation
acute myeloid leukemia	decitabine	effect
acute myeloid leukemia	decitabine	effect
acute myeloid leukemia	decitabine	effect
Decitabine	MDS	no_relation
decitabine	MDS	effect
MDS	decitabine	effect
MDS	decitabine	effect
Decitabine	MDS	effect
decitabine	MDS	effect
decitabine	MDS	effect
MDS	decitabine	effect
polypeptide	amyloidosis	no_relation
